Income,Kidhome,Teenhome,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Customer_For,Age,Spent,Children,Family_Size,Living_With,Is_Parent,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_Graduate,Education_Postgraduate,clusters
0.28956502783675797,-0.8249389310023053,-0.9306153374338164,0.30685571899431946,0.9832281785868864,1.5541701863744894,1.6797462249422936,2.4610684549921293,1.47539608934247,0.8456687411982309,0.34873830847686393,1.4076388988544843,2.5098012489886266,-0.5524292136126103,0.6928645939696432,1.975466950491833,1.0168681723316564,1.6801762967900862,-1.2643075685916398,-1.7588095661702547,0,0,0,0,0,0,0,0,1,1,0,1
-0.259889940276239,1.0326274836212141,0.905974154624448,-0.3839712923541486,-0.8710640602728714,-0.6364310866451257,-0.7134552531372421,-0.6504137163290868,-0.6316379745851843,-0.7297417873033036,-0.16869955333751413,-1.1109212343039963,-0.5689698777804757,-1.1677376677285736,-0.13142124381493916,-1.6670165031231388,1.2732638910206036,-0.962202397164591,1.3951390197158926,0.4456176703525536,0,1,0,0,0,0,0,0,0,1,0,0
0.9173338675283498,-0.8249389310023053,-0.9306153374338164,-0.7984674991632295,0.36215914345597394,0.5721765122622482,-0.1772008478638647,1.3445954405768694,-0.14726232770526382,-0.03809814064409333,-0.6861374151518922,1.4076388988544843,-0.2268841970283532,1.2934961487352796,-0.5435641627072303,-0.17299551210139502,0.3331462558277972,0.28254077376122866,-1.2643075685916398,-0.6565959479088506,1,0,0,0,0,0,0,0,0,1,0,1
-1.1775738441163115,1.0326274836212141,-0.9306153374338164,-0.7984674991632295,-0.8710640602728714,-0.5608931117134148,-0.6514092888907357,-0.5039910259139708,-0.5832004098971922,-0.748954110821615,-0.16869955333751413,-0.7511269295670705,-0.9110555585325981,-0.5524292136126103,0.280721675077352,-1.9253486629539878,-1.2906932958688682,-0.9189936889615585,0.0654157255621263,0.4456176703525536,1,1,0,0,0,0,0,0,0,1,0,2
0.2967861165307985,1.0326274836212141,-0.9306153374338164,1.5503443394215621,-0.3896612674919727,0.4211005623988265,-0.2170875391651903,0.15491108095405143,-0.0019496336412876615,-0.5568308756385011,1.38361403210562,0.32825598464370687,0.11520148372376927,0.06287924050335303,-0.13142124381493916,-0.8231314476756985,-1.034297577179921,-0.3057624071569825,0.0654157255621263,0.4456176703525536,1,1,0,0,0,0,0,0,0,0,1,2
0.4933860796846774,-0.8249389310023053,0.905974154624448,-1.1438810048374635,0.6414916281560016,0.3959212374215895,-0.30572463094591384,-0.6870193889328658,0.36133210151865275,-0.5760431991568125,-0.16869955333751413,0.6880502893806327,0.45728716447589174,1.2934961487352796,0.280721675077352,-0.25480069604783057,0.16221577670183246,0.18282837021576914,0.0654157255621263,0.4456176703525536,1,1,0,0,0,0,0,0,0,0,1,3
0.17295609234525114,-0.8249389310023053,0.905974154624448,-0.5221366946238423,-0.20542069247706088,0.9750457118980396,-0.013222228069526127,0.22812242616160944,0.5308635779266249,-0.32628299341876427,0.8661761702912419,1.0478445941175585,0.11520148372376927,0.3705334675613347,0.280721675077352,1.0368601031064149,-0.17964518155009707,-0.026567677229695844,0.0654157255621263,-0.6565959479088506,0,1,0,0,0,0,0,0,0,1,0,3
-0.860404993606452,1.0326274836212141,-0.9306153374338164,-0.5912193957586891,-0.67790861872498,-0.4098171618499931,-0.4918625236854333,-0.6321108800271974,-0.6316379745851843,-0.40313228749200986,-0.16869955333751413,-0.031538320093218906,-0.9110555585325981,-0.5524292136126103,1.1050075128619343,-0.10410693614650195,-1.3761585354318504,-0.7262163754403368,0.0654157255621263,0.4456176703525536,1,1,0,0,0,0,0,0,0,0,1,2
-1.0049665304942448,1.0326274836212141,-0.9306153374338164,-1.0402569531351933,-0.8621491937398917,-0.6616104116223627,-0.633681870534591,-0.6321108800271974,-0.5832004098971922,-0.8065910813765492,-0.6861374151518922,-0.3913326248301447,-0.9110555585325981,-1.1677376677285736,1.5171504317542255,0.15422522368434713,-0.43604090023904424,-0.9306268027085288,0.0654157255621263,0.4456176703525536,1,1,0,0,0,0,0,0,1,0,1,2
-2.155821717648337,1.0326274836212141,0.905974154624448,0.6522692246685535,-0.8205464832526536,-0.6616104116223627,-0.7134552531372421,-0.6687165526309764,-0.6316379745851843,-0.5952555226751238,-0.6861374151518922,-1.1109212343039963,-0.9110555585325981,-1.7830461218445368,6.050722539569428,-1.0513248555262817,1.615124849272533,-0.9256411825312558,1.3951390197158926,1.5478312886139578,1,1,1,0,0,0,0,0,0,0,1,0
